first_name,last_name,start_date,exit_date,title,supervisor,ad_email,business_unit,employee_status,employee_type,pay_zone,employee_classification_type,termination_type,termination_description,department_type,division,state,job_function_description,gender_code,location_code,race_desc,marital_desc,performance_score,current_employee_rating,employee_id,survey_date,engagement_score,satisfaction_score,worklife_balance_score,training_date,training_program_name,training_type,training_outcome,location,trainer,training_durationdays,training_cost
Hunter,Cannon,2019-04-14,,Production Technician I,Logan Ball,hunter.cannon@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,Project Management - Con,MA,Manager,Female,10062,Other,Divorced,Fully Meets,3,1975,,4,4,3,2023-03-12,Customer Service,Internal,Failed,Granttown,Mark Lam,5,664.61
Jon,Lynn,2021-01-09,,Production Technician I,Steven Ramos,jon.lynn@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Finance & Accounting,MA,Administration,Female,82592,White,Single,Fully Meets,3,1976,,1,5,1,2022-11-16,Communication Skills,External,Completed,West Paul,Pamela Sanchez,5,405.13
Paxton,Clarke,2022-12-26,2023-07-04,Production Technician I,Ashley Williams,paxton.clarke@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Before room than city she.,Production       ,Field Operations,MA,Technician,Female,4549,White,Single,Fully Meets,3,1977,,2,5,4,2023-05-26,Leadership Development,Internal,Incomplete,Port Austin,Heather Tucker,5,781.27
Lillian,Hines,2021-10-05,2023-07-02,Production Technician I,James Foster,lillian.hines@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Economy choice authority responsibility.,Production       ,Finance & Accounting,MA,Administration,Female,61287,Other,Divorced,Fully Meets,3,1978,,3,5,1,2023-01-18,Leadership Development,Internal,Failed,Jerryborough,Monica Shaw,5,983.61
Liam,Snow,2022-09-25,2023-03-27,Production Technician I,Christopher Sanford,liam.snow@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Voluntary,Let create wind fast gun heavy cold.,Production       ,Engineers,MA,Engineer,Female,61958,Asian,Single,Fully Meets,3,1979,,1,4,5,2023-05-19,Communication Skills,Internal,Failed,Torresmouth,Matthew Carter,1,656.46
Arianna,Horton,2021-11-10,,Production Technician I,Heather Ramirez,arianna.horton@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,MA,Manager,Female,37701,Hispanic,Married,Fully Meets,3,1980,,5,4,5,2023-03-25,Project Management,External,Failed,Port Mariah,Terry Russell,1,446.07
Ayanna,Short,2021-04-08,2023-07-16,Production Technician I,Amanda Mills,ayanna.short@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Involuntary,Prevent involve hundred price.,Production       ,General - Con,MA,Foreman,Male,19755,Black,Divorced,Fully Meets,3,1981,,5,4,3,2022-08-10,Leadership Development,Internal,Passed,Harmonmouth,James Gross,1,676.42
Steve,Charles,2018-11-14,,Production Technician I,Jordan Cox,steve.charles@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Sga,MA,Manager,Female,48632,Hispanic,Married,Fully Meets,3,1982,,3,5,5,2023-01-29,Leadership Development,Internal,Passed,West Aaron,Tammy Jarvis,5,861.83
Ricardo,Bruce,2020-03-14,2022-10-22,Production Technician I,Daniel Huff,ricardo.bruce@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Hold left direction. Ahead investment she.,Production       ,General - Con,MA,Laborer,Female,31391,Asian,Widowed,Fully Meets,3,1983,,2,5,1,2022-12-28,Customer Service,Internal,Failed,East William,Shelly Baker,5,769.23
Laura,Gutierrez,2020-06-24,,Production Technician I,Samantha Bryant,laura.gutierrez@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Catv,MA,Splicer,Female,8522,Black,Single,Fully Meets,3,1984,,5,2,2,2022-08-18,Leadership Development,Internal,Failed,Devinfurt,Brenda Rice,4,983.02
Braxton,Rojas,2023-03-19,2023-04-04,Production Technician I,Hunter Cervantes,braxton.rojas@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Resignation,Race least white while real huge.,Production       ,General - Con,MA,Lineman,Female,88359,White,Widowed,Fully Meets,3,1985,,5,5,2,2022-09-28,Communication Skills,Internal,Incomplete,Sheltonborough,Benjamin Arnold,3,474.95
Sage,Mercer,2022-08-15,,Production Technician I,Samantha Wyatt,sage.mercer@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Executive,MA,Director,Female,21326,Black,Divorced,Fully Meets,3,1986,,1,4,2,2023-02-21,Communication Skills,Internal,Failed,Laurenton,Jon Roberts,3,800.81
Chase,Horn,2018-11-09,,Production Technician I,Richard Davis II,chase.horn@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Sga,MA,Administrator,Female,75570,White,Single,Fully Meets,3,1987,,5,1,3,2023-06-27,Communication Skills,Internal,Failed,West Taratown,Jamie Mays,2,844.93
Juliana,Dyer,2018-11-23,2019-08-19,Production Technician I,Lisa Jones,juliana.dyer@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Retirement,Seven president one. Wind education reveal old.,Production       ,Field Operations,MA,Laborer,Female,97548,Black,Single,Fully Meets,3,1988,,1,3,5,2023-05-18,Project Management,External,Completed,Andersonchester,Eric Gallegos,4,903.8
Alec,Stephens,2020-02-25,,Production Technician II,Jessica Garcia,alec.stephens@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,MA,Groundman,Female,51952,Other,Married,Fully Meets,3,1989,,4,2,5,2022-12-04,Leadership Development,External,Incomplete,Cookview,Karen Fox,4,329.3
Adriana,Weber,2020-05-16,2022-05-18,Production Technician II,Jacqueline Jackson,adriana.weber@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Resignation,To prevent method stand decision.,Production       ,Field Operations,MA,Laborer,Female,46806,Black,Divorced,Fully Meets,3,1990,,3,1,1,2022-09-18,Leadership Development,Internal,Incomplete,Mccarthyhaven,Anthony Silva,1,332.51
Lola,Hensley,2019-06-18,2023-07-05,Production Technician II,Kimberly Fox,lola.hensley@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Involuntary,Best candidate this seem soldier summer.,Production       ,General - Con,MA,Technician,Female,67662,Other,Married,Fully Meets,3,1991,,2,1,3,2023-01-24,Technical Skills,External,Failed,Allenhaven,Misty Trevino,2,643.63
Shamar,Delgado,2019-05-20,2021-03-30,Production Technician II,Melissa Welch,shamar.delgado@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Involuntary,Create who sound worry ground.,Production       ,General - Con,MA,Laborer,Female,74114,White,Divorced,Fully Meets,3,1992,,4,3,3,2022-09-11,Communication Skills,Internal,Failed,North Samuelview,Christopher Bailey,2,827.05
Emmanuel,Huang,2020-10-16,2021-02-12,Production Technician II,James Ferguson,emmanuel.huang@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Voluntary,Stuff oil customer fact billion there.,Production       ,Field Operations,MA,Technician,Female,54589,Hispanic,Divorced,Fully Meets,3,1993,,5,2,4,2023-05-02,Customer Service,External,Failed,North Andrew,Vincent Wang,3,995.42
Brenna,Decker,2022-07-01,2022-11-03,Production Technician II,Michael Pope,brenna.decker@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Party course morning also blue.,Production       ,General - Con,MA,Lineman,Female,43526,Other,Single,Fully Meets,3,1994,,5,5,1,2023-04-20,Technical Skills,External,Passed,Martinchester,Laurie Bird,4,360.61
Averie,Wolfe,2022-12-17,,Production Technician II,Brandon Jones,averie.wolfe@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,MA,Driller,Female,22396,Other,Married,Fully Meets,3,1995,,4,3,1,2022-08-23,Communication Skills,External,Passed,East Jamie,Kathryn Higgins,3,658.54
Gaige,Marsh,2021-10-24,2021-11-21,Production Technician II,Carrie Davidson,gaige.marsh@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Resignation,Win join best machine feel.,Production       ,Aerial,MA,Lineman,Female,92216,White,Single,Fully Meets,3,1996,,3,5,2,2022-12-16,Communication Skills,Internal,Failed,Coxshire,Christopher Porter MD,5,250.11
Karli,Ross,2019-02-28,2019-10-11,Production Technician II,Ricky Stephens,karli.ross@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Tv she everybody picture budget.,Production       ,Wireline Construction,MA,Project Manager,Female,64180,Asian,Divorced,Fully Meets,3,1997,,3,3,2,2023-04-29,Project Management,Internal,Failed,East Karenberg,Andrew Jones,4,819.65
Amiyah,Beasley,2022-03-24,,Production Technician II,Kathleen Gonzalez,amiyah.beasley@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,MA,Laborer,Female,34377,Black,Widowed,Fully Meets,3,1998,,2,4,3,2022-12-01,Technical Skills,Internal,Completed,East Michael,Eddie King,2,186.77
Kayla,Gibbs,2021-10-17,2022-11-12,Production Technician II,Leslie Hernandez,kayla.gibbs@bilearner.com,PL,Active,Contract,Zone A,Temporary,Involuntary,Agreement cell total play relate.,Production       ,Field Operations,MA,Locator,Female,65306,Other,Widowed,Fully Meets,3,1999,,3,2,2,2023-05-08,Technical Skills,External,Passed,Lewisland,Erica Wilson,4,633.67
Jocelyn,Jackson,2022-05-13,2022-09-12,Production Technician I,Judith Ryan,jocelyn.jackson@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Involuntary,Staff summer fire my game kitchen.,Production       ,General - Con,MA,Flagger,Female,29557,Black,Widowed,Fully Meets,3,2000,,1,3,3,2023-03-20,Technical Skills,Internal,Incomplete,East Erin,Jacqueline Maxwell,3,236.34
Gilbert,Newman,2019-10-09,2023-01-06,Production Technician I,Kimberly Meyer,gilbert.newman@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Use eight hot bar board realize without.,Production       ,Yard (Material Handling),MA,Coordinator,Female,18299,White,Widowed,Fully Meets,3,2001,,5,3,5,2023-05-04,Leadership Development,Internal,Incomplete,Port Valerie,Robert Ramirez,4,504.62
Roberto,Rosales,2018-10-12,2023-07-21,Production Technician I,Amanda Garcia,roberto.rosales@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,Onto work name back goal claim reduce.,Production       ,General - Con,MA,Laborer,Female,81634,White,Married,Fully Meets,3,2002,,1,4,2,2022-10-26,Project Management,External,Incomplete,Whitebury,Michael Wright,1,217.86
Justice,Rhodes,2020-04-13,2022-11-28,Production Technician I,Kathleen Hayes,justice.rhodes@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Number environmental next shoulder kid move away.,Production       ,Shop (Fleet),MA,Welder,Female,48650,Other,Married,Fully Meets,3,2003,,5,5,1,2022-12-12,Technical Skills,External,Completed,Perezview,Jose King,4,148.97
Adyson,Esparza,2021-04-25,,Production Technician I,Michael Austin,adyson.esparza@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Engineers,MA,Engineer,Female,72181,Other,Divorced,Fully Meets,3,2004,,3,3,4,2023-02-27,Leadership Development,Internal,Completed,Taylorchester,Kathy Norris,1,628.83
Laci,Baird,2018-12-21,2022-11-16,Production Technician I,Glenn Rollins,laci.baird@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Point himself deep audience upon door too.,Production       ,Splicing,MA,Laborer,Female,53844,Asian,Widowed,Fully Meets,3,2005,,2,1,2,2023-04-22,Leadership Development,Internal,Completed,West Danielton,Elijah Henson,2,458.78
Samson,Meza,2021-09-19,,Production Technician I,Renee Valentine,samson.meza@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Executive,MA,Chief Operating Officer,Male,72825,Other,Married,Fully Meets,3,2006,,5,5,2,2022-12-22,Communication Skills,External,Completed,Houstontown,Ashley Edwards,2,892.65
Deacon,Bass,2020-12-15,,Production Technician I,Elizabeth Stewart,deacon.bass@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Splicing,MA,Splicer,Female,10308,Black,Widowed,Fully Meets,3,2007,,4,1,5,2023-02-28,Communication Skills,External,Passed,East Judyborough,Shane Quinn,1,211.17
Kaila,Johnston,2019-07-15,2020-01-13,Production Technician I,Michelle Taylor,kaila.johnston@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Voluntary,Follow yourself child to foot.,Production       ,Field Operations,MA,Lineman,Female,67443,Asian,Widowed,Fully Meets,3,2008,,1,2,2,2022-10-24,Project Management,External,Passed,Thomasland,Timothy Lewis,2,478.95
Cayden,Maynard,2021-11-17,,Production Technician I,Alexander Parker,cayden.maynard@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,MA,Engineer,Female,9141,White,Widowed,Fully Meets,3,2009,,5,2,2,2023-01-20,Customer Service,Internal,Incomplete,Nicoleside,Gary Johnson,1,319.94
Araceli,Mcguire,2023-02-04,2023-06-24,Production Technician I,Eric Vincent,araceli.mcguire@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Food shake indicate cost happen up president.,Production       ,Catv,MA,Laborer,Female,71663,Hispanic,Married,Fully Meets,3,2010,,4,4,4,2022-08-22,Communication Skills,Internal,Passed,Andrewview,Kristen Rogers,2,601.66
Naomi,Hardin,2022-07-03,2022-07-12,Production Technician I,Nichole Jordan,naomi.hardin@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,Institution window ability miss recently around.,Production       ,Finance & Accounting,MA,Clerk,Female,91439,Asian,Married,Fully Meets,3,2011,,3,2,2,2023-04-30,Leadership Development,Internal,Completed,Lake Jeffreyberg,Nichole Crawford,1,999.96
Darnell,Eaton,2020-01-24,2022-09-14,Production Technician I,Jason Kennedy,darnell.eaton@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Billion turn account cut spring.,Production       ,General - Sga,MA,Vp,Female,44651,White,Single,Fully Meets,3,2012,,2,3,2,2022-09-18,Communication Skills,External,Incomplete,New Karenberg,Lindsay Reid,2,138.67
Zariah,Ritter,2019-07-07,2021-03-27,Production Technician I,Crystal Johnson,zariah.ritter@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Voluntary,Maintain score scene attack face try wish.,Production       ,General - Con,MA,Foreman,Female,61363,Black,Widowed,Fully Meets,3,2013,,4,5,4,2023-02-21,Leadership Development,External,Failed,East Sabrinachester,Dr. Steven Walker,2,962.76
Malaki,Richards,2022-03-13,,Production Technician II,Corey Roberts,malaki.richards@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Splicing,MA,Technician,Female,6175,Asian,Divorced,Fully Meets,3,2014,,2,5,4,2023-03-02,Technical Skills,External,Incomplete,Bauerland,Thomas Martinez,4,106.88
Markus,Robles,2023-06-02,,Production Technician II,Nicholas Torres,markus.robles@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Engineers,MA,Engineer,Female,23634,White,Widowed,Fully Meets,3,2015,,4,3,1,2022-09-30,Leadership Development,Internal,Passed,South David,John Hobbs,1,561.89
Angela,Kaufman,2021-04-08,,Production Technician II,Amy Durham,angela.kaufman@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,MA,Lineman,Female,66919,White,Widowed,Fully Meets,3,2016,,1,3,5,2022-09-13,Technical Skills,Internal,Incomplete,New Stephanie,Robert Nelson,5,775.52
Shaniya,Wolfe,2019-12-02,,Production Technician II,Miguel Brown,shaniya.wolfe@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Aerial,MA,Laborer,Female,10719,Black,Single,Fully Meets,3,2017,,2,5,4,2022-12-03,Communication Skills,External,Incomplete,Michaelhaven,Heidi Chavez,4,397.01
Anya,Morton,2022-03-09,2023-05-18,Production Technician II,Kimberly Roth,anya.morton@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Retirement,Various various decide per clear miss.,Production       ,Yard (Material Handling),MA,Runner,Female,86107,Asian,Divorced,Fully Meets,3,2018,,5,2,1,2022-08-21,Customer Service,External,Incomplete,Lake Robertfort,Chris Walker,5,739.74
Emery,Peck,2022-03-26,,Production Technician II,Danielle Little,emery.peck@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,MA,Laborer,Female,65810,White,Widowed,Fully Meets,3,2019,,2,1,4,2022-10-06,Technical Skills,External,Completed,Andreaberg,Jason Morris,2,789.2
Angelique,Mathis,2021-05-08,2022-08-05,Production Technician II,Allison Fox,angelique.mathis@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Involuntary,Law safe yard market likely wife case action.,Production       ,Wireline Construction,MA,Billing,Female,47869,Black,Widowed,Fully Meets,3,2020,,2,1,4,2022-08-18,Leadership Development,Internal,Failed,West Kayla,Kevin Miller,3,428.51
Marlee,Woods,2022-11-29,,Production Technician II,Christine Salas,marlee.woods@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,MA,Foreman,Female,54120,Asian,Widowed,Fully Meets,3,2021,,1,3,4,2023-04-29,Project Management,External,Incomplete,New Heidi,Dominic Spencer,4,646.72
Jocelyn,Valentine,2019-05-24,,Production Technician II,Stephanie Bridges,jocelyn.valentine@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Wireless,MA,Operator,Female,21322,White,Divorced,Fully Meets,3,2022,,5,3,5,2022-10-09,Leadership Development,External,Incomplete,North Katherineton,Diane Carlson,3,742.84
Sophie,Moran,2022-01-29,2022-04-23,Production Technician II,Sara Chapman,sophie.moran@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Retirement,Leave probably series even avoid.,Production       ,General - Con,MA,Foreman,Female,31287,Hispanic,Divorced,Fully Meets,3,2023,,3,4,4,2022-11-25,Communication Skills,External,Incomplete,Rosefort,Brooke Murray,2,894.92
Yair,Snyder,2021-07-06,2022-03-14,Production Technician II,Troy Price,yair.snyder@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Retirement,Range create to drive.,Production       ,Field Operations,MA,Coordinator,Female,5063,Asian,Single,Fully Meets,3,2024,,2,1,5,2023-06-11,Communication Skills,External,Failed,North Danielview,Deborah Oliver,1,222.56
Shamar,Herman,2021-01-29,2023-02-12,Production Technician II,Jason Johnson,shamar.herman@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Resignation,Form prepare beat focus direction marriage.,Production       ,Field Operations,MA,Laborer,Female,90678,Asian,Single,Fully Meets,3,2025,,1,2,4,2023-01-17,Technical Skills,Internal,Passed,West Cherylview,John Branch,2,699.76
Ishaan,Schaefer,2023-05-13,2023-06-10,Production Technician I,James White,ishaan.schaefer@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,Deep new manage big picture.,Production       ,Field Operations,MA,Locator,Female,5306,Hispanic,Married,Fully Meets,3,2026,,2,4,4,2022-08-08,Project Management,External,Incomplete,East Cole,Dorothy Gould,3,124.93
Liam,Figueroa,2019-05-22,,Production Technician I,Michael Ortiz,liam.figueroa@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,MA,Engineer,Female,42458,Black,Single,Fully Meets,3,2027,,3,1,3,2022-08-08,Technical Skills,External,Incomplete,New Audrey,Mariah Jones,5,664.12
Linda,Combs,2021-09-30,2021-11-14,Production Technician I,Paul Wilcox,linda.combs@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Retirement,Half audience option safe.,Production       ,Field Operations,MA,Tower Hand,Female,77958,Hispanic,Widowed,Fully Meets,3,2028,,4,4,4,2023-02-18,Project Management,External,Passed,North Barbaraberg,Kathleen Fletcher,2,862.82
Marilyn,Moss,2019-09-09,,Production Technician I,Alyssa Garrett,marilyn.moss@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Eng,MA,Billing,Female,84191,Black,Single,Fully Meets,3,2029,,2,5,1,2022-11-14,Project Management,External,Passed,New Michael,Nicholas Briggs,1,813.01
